AL_TCDD_F_Bl_adt	BA_BPA10mg_F_Bl_adt	BA_BPA10ug_F_Bl_adt	BI_PM2.5_F_Bl_adt	DO_Pb_F_Bl_adt	DO_DEHP_F_Bl_adt	MU_PM2.5_F_Bl_adt	ZB_As_F_Bl_adt	WK_TBT_F_Bl_adt
Tarbp1	0	-0.814365822260594	0	0	0	0	0	0	0
Bclaf3	0	-0.814563318958464	0	0	0	0	0	0	0
5830417I10Rik	0	-0.814710007078361	0	0	0	0	0	0	0
Lrch3	0	-0.815835334961121	0	0	0	0	0	0	0
Sav1	0	-0.816282825376747	0	0	0	0	0	0	0
Phf6	0	-0.816968666896915	0	0	0	0	0	0	0
Ggta1	0	-0.822917381438473	0	0	0	0	0	0	0
Atp11b	0	-0.823103523952803	0	0	0	0	0	0	0
Focad	0	-0.825001745920562	0	0	0	0	0	0	0
Il7r	0	-0.827790237998884	0	0	0	0	0	0	0
Clec5a	0	-0.829790787684782	0	0	0	0	0	0	0
Gm21992	0	-0.830766635391869	0	0	0	0	0	0	0
Hdgfl3	0	-0.831111407287195	0	0	0	0	0	0	0
Igkv3-10	0	-0.832647305948867	0	0	0	0	0	0	0
Rapgef2	0	-0.834935674513026	0	0	0	0	0	0	0
Edem3	0	-0.83745818597489	0	0	0	0	0	0	0
Zfp758	0	-0.840717319670478	0	0	0	0	0	0	0
Nxt2	0	-0.841445881613007	0	0	0	0	0	0	0
Ptar1	0	-0.842400229455422	0	0	0	0	0	0	0
4931406P16Rik	0	-0.842985398810597	0	0	0	0	0	0	0
Pik3cg	0	-0.844606885268117	0	0	0	0	0	0	0
Mtcp1	0	-0.844739211674092	0	0	0	0	0	0	0
2310043P16Rik	0	-0.845017448450501	0	0	0	0	0	0	0
Slc12a2	0	-0.84633440779633	0	0	0	0	0	0	0
Hivep1	0	-0.846756081003543	0	0	0	0	0	0	0
Sh2d2a	0	-0.850629911133247	0	0	0	0	0	0	0
Siglecf	0	-0.852495768951703	0	0	0	0	0	0	0
Alg13	0	-0.852573152667647	0	0	0	0	0	0	0
Prkch	0	-0.854580040192345	0	0	0	0	0	0	0
Fam129a	0	-0.855059198003555	0	0	0	0	0	0	0
Ccr4	0	-0.85557754761012	0	0	0	0	0	0	0
Cip2a	0	-0.856046507296575	0	0	0	0	0	0	0
Gca	0	-0.859507241503729	0	0	0	0	0	0	0
Ctse	0	-0.859800569783545	0	0	0	0	0	0	0
4932438A13Rik	0	-0.860142575870178	0	0	0	0	0	0	0
Atp8a1	0	-0.860864451205498	0	0	0	0	0	0	0
Ttyh2	0	-0.863010606229118	0	0	0	0	0	0	0
Cmpk2	0	-0.8635036651472	0	0	0	0	0	0	0
Atp11c	0	-0.863804301870407	0	0	0	0	0	0	0
Il18r1	0	-0.865212806546358	0	0	0	0	0	0	0
Itgax	0	-0.866185774307864	0	0	0	0	0	0	0
Idi1	0	-0.866839325510099	0	0	0	0	0	0	0
Pxylp1	0	-0.867176874402243	0	0	0	0	0	0	0
Nrarp	0	-0.870244927966847	0	0	0	0	0	0	0
Sema5a	0	-0.871863959142033	0	0	0	0	0	0	0
Tox	0	-0.873090420833741	0	0	0	0	0	0	0
Adgre4	0	-0.87344494392214	0	0	0	0	0	0	0
Kansl1l	0	-0.875778897144797	0	0	0	0	0	0	0
AC129328.1	0	-0.876429219837457	0	0	0	0	0	0	0
Zfp526	0	-0.876673269329025	0	0	0	0	0	0	0
Chm	0	-0.88012912807654	0	0	0	0	0	0	0
Hook1	0	-0.880253351371862	0	0	0	0	0	0	0
Armcx3	0	-0.880788665487481	0	0	0	0	0	0	0
Bcl6	0	-0.881827655966438	0	0	0	0	0	0	0
Znrf3	0	-0.881928164933777	0	0	0	0	0	0	0
Rasl12	0	-0.884204707637322	0	0	0	0	0	0	0
Erbin	0	-0.885610191506998	0	0	0	0	0	0	0
A430033K04Rik	0	-0.886796114124007	0	0	0	0	0	0	0
Oas3	0	-0.887445922835594	0	0	0	0	0	0	0
Dnah8	0	-0.888025462357522	0	0	0	0	0	0	0
Gnas	0	-0.888230408250315	0	0	0	0	0	0	0
Atp6v0c-ps2	0	-0.890626214142507	0	0	0	0	0	0	0
Zfp850	0	-0.891724042521104	0	0	0	0	0	0	0
Hgf	0	-0.892023654842023	0	0	0	0	0	0	0
Pheta2	0	-0.892868889147769	0	0	0	0	0	0	0
Gm12250	0	-0.894422204784876	0	0	0	0	0	0	0
Galnt3	0	-0.897626457515022	0	0	0	0	0	0	0
Skp2	0	-0.898535818022725	0	0	0	0	0	0	0
Lmbrd2	0	-0.901599716074752	0	0	0	0	0	0	0
Cd164	0	-0.902802119586044	0	0	0	0	0	0	0
4930522L14Rik	0	-0.903464783144827	0	0	0	0	0	0	0
Jade3	0	-0.912324010644011	0	0	0	0	0	0	0
Pag1	0	-0.916599081913554	0	0	0	0	0	0	0
Mbnl3	0	-0.920087166676585	0	0	0	0	0	0	0
Zfp39	0	-0.921372861678512	0	0	0	0	0	0	0
Trbv17	0	-0.922660170956181	0	0	0	0	0	0	0
Med14	0	-0.923518476958525	0	0	0	0	0	0	0
Prag1	0	-0.926308409277973	0	0	0	0	0	0	0
Zfp715	0	-0.928221688535437	0	0	0	0	0	0	0
Megf9	0	-0.932357323377499	0	0	0	0	0	0	0
Dock5	0	-0.93317407976706	0	0	0	0	0	0	0
Gm26779	0	-0.934753285179972	0	0	0	0	0	0	0
Avl9	0	-0.937633016117116	0	0	0	0	0	0	0
4930503L19Rik	0	-0.938607254670494	0	0	0	0	0	0	0
Itgav	0	-0.939311622221405	0	0	0	0	0	0	0
Cep76	0	-0.941779008774915	0	0	0	0	0	0	0
Wdr44	0	-0.942699159531668	0	0	0	0	0	0	0
Lysmd3	0	-0.948275663708024	0	0	0	0	0	0	0
Trp53inp1	0	-0.949606341115421	0	0	0	0	0	0	0
Sema3g	0	-0.949680248725334	0	0	0	0	0	0	0
Trbv13-3	0	-0.956538063618514	0	0	0	0	0	0	0
Fut4	0	-0.957806058408028	0	0	0	0	0	0	0
Zfp119b	0	-0.960710719628522	0	0	0	0	0	0	0
Arhgap19	0	-0.963301302333091	0	0	0	0	0	0	0
Brwd3	0	-0.963915190371541	0	0	0	0	0	0	0
Ifit1bl1	0	-0.964216388213746	0	0	0	0	0	0	0
Lin54	0	-0.96566837417288	0	0	0	0	0	0	0
2010016I18Rik	0	-0.96670795453316	0	0	0	0	0	0	0
Ccna2	0	-0.970485186159796	0	0	0	0	0	0	0
Gpr174	0	-0.976054015786428	0	0	0	0	0	0	0
Tbc1d8	0	-0.97709534369978	0	0	0	0	0	0	0
Sacs	0	-0.977303316997656	0	0	0	0	0	0	0
Atm	0	-0.979237657065626	0	0	0	0	0	0	0
Vipr1	0	-0.98231106250451	0	0	0	0	0	0	0
Fv1	0	-0.986051446391591	0	0	0	0	0	0	0
Cul4b	0	-0.987406124474288	0	0	0	0	0	0	0
Zfp951	0	-0.988162850587047	0	0	0	0	0	0	0
Farp2	0	-0.988550471543413	0	0	0	0	0	0	0
Tgtp2	0	-0.990383372585989	0	0	0	0	0	0	0
Pkd2l2	0	-0.990967476304336	0	0	0	0	0	0	0
9930111J21Rik1	0	-0.992644810230881	0	0	0	0	0	0	0
1190002N15Rik	0	-0.999301863119843	0	0	0	0	0	0	0
Kdm1b	0	-1.00140365282056	0	0	0	0	0	0	0
Prrg4	0	-1.00277310449726	0	0	0	0	0	0	0
Ell2	0	-1.00644508013924	0	0	0	0	0	0	0
Vegfc	0	-1.00705452199324	0	0	0	0	0	0	0
Ifit3b	0	-1.00806375339391	0	0	0	0	0	0	0
Usp33	0	-1.01042708924649	0	0	0	0	0	0	0
Ifi208	0	-1.01330728432641	0	0	0	0	0	0	0
Fam208b	0	-1.01446946671573	0	0	0	0	0	0	0
Dmxl1	0	-1.01601532348947	0	0	0	0	0	0	0
Arl5b	0	-1.0270941768898	0	0	0	0	0	0	0
Zfp677	0	-1.02894157617848	0	0	0	0	0	0	0
Sacm1l	0	-1.02959884074355	0	0	0	0	0	0	0
Mctp2	0	-1.03445776074292	0	0	0	0	0	0	0
Zfp456	0	-1.03496343941672	0	0	0	0	0	0	0
Itgal	0	-1.0434666999603	0	0	0	0	0	0	0
Gm38253	0	-1.04476757449391	0	0	0	0	0	0	0
8030462N17Rik	0	-1.04480802421928	0	0	0	0	0	0	0
Gm3604	0	-1.05311343605152	0	0	0	0	0	0	0
Gm10557	0	-1.05498428882286	0	0	0	0	0	0	0
Ptprj	0	-1.05737098877477	0	0	0	0	0	0	0
Acsl1	0	-1.06314983091758	0	0	0	0	0	0	0
Tns3	0	-1.06322623019674	0	0	0	0	0	0	0
Sirpb1a	0	-1.07122033612894	0	0	0	0	0	0	0
Gm4759	0	-1.07302397862766	0	0	0	0	0	0	0
Il1rap	0	-1.0737742446172	0	0	0	0	0	0	0
Ighv1-85	0	-1.07676215230893	0	0	0	0	0	0	0
Fzd7	0	-1.07711542286586	0	0	0	0	0	0	0
Rictor	0	-1.07984780340042	0	0	0	0	0	0	0
Fam120c	0	-1.0840729995945	0	0	0	0	0	0	0
Trim23	0	-1.08496284546788	0	0	0	0	0	0	0
Rmdn2	0	-1.08661651223154	0	0	0	0	0	0	0
C1galt1	0	-1.08895837819682	0	0	0	0	0	0	0
Zfp654	0	-1.08991192546892	0	0	0	0	0	0	0
Gm16464	0	-1.0901604468527	0	0	0	0	0	0	0
Slc5a3	0	-1.09309336634339	0	0	0	0	0	0	0
Rnf24	0	-1.09460537197517	0	0	0	0	0	0	0
Tgm2	0	-1.09500734590123	0	0	0	0	0	0	0
Tgm3	0	-1.09890003709745	0	0	0	0	0	0	0
Dusp16	0	-1.10179455030614	0	0	0	0	0	0	0
Nxpe4	0	-1.10495838712892	0	0	0	0	0	0	0
Cdh5	0	-1.10554634523589	0	0	0	0	0	0	0
Fancm	0	-1.10708005516204	0	0	0	0	0	0	0
Ighv1-78	0	-1.10891938306159	0	0	0	0	0	0	0
Rev3l	0	-1.10998270897192	0	0	0	0	0	0	0
Mcam	0	-1.14014093798898	0	0	0	0	0	0	0
Inpp4b	0	-1.15733862171021	0	0	0	0	0	0	0
Grk3	0	-1.16257326795315	0	0	0	0	0	0	0
Il18rap	0	-1.17265571212658	0	0	0	0	0	0	0
Itgae	0	-1.17276425938705	0	0	0	0	0	0	0
Kbtbd7	0	-1.1727668910859	0	0	0	0	0	0	0
Lrrc75b	0	-1.17307918681969	0	0	0	0	0	0	0
Dock4	0	-1.17443033398678	0	0	0	0	0	0	0
Rybp	0	-1.17483167787724	0	0	0	0	0	0	0
St8sia1	0	-1.18776607777414	0	0	0	0	0	0	0
Fam199x	0	-1.19807163245222	0	0	0	0	0	0	0
Gm8066	0	-1.1989422827269	0	0	0	0	0	0	0
Ildr1	0	-1.2002758240503	0	0	0	0	0	0	0
Hpgd	0	-1.20130476797563	0	0	0	0	0	0	0
Gm38171	0	-1.20509797360033	0	0	0	0	0	0	0
Fads6	0	-1.21079510094448	0	0	0	0	0	0	0
Igkv4-80	0	-1.21557163019132	0	0	0	0	0	0	0
Crmp1	0	-1.22401808820364	0	0	0	0	0	0	0
Armcx4	0	-1.23102951637833	0	0	0	0	0	0	0
Gm6206	0	-1.24160311189896	0	0	0	0	0	0	0
Adamdec1	0	-1.24477902012002	0	0	0	0	0	0	0
Esco2	0	-1.25003167989268	0	0	0	0	0	0	0
Stk26	0	-1.26725857394773	0	0	0	0	0	0	0
Cd33	0	-1.26973793007283	0	0	0	0	0	0	0
Gm36445	0	-1.27274885491312	0	0	0	0	0	0	0
Gm17655	0	-1.27319161223716	0	0	0	0	0	0	0
Gm37176	0	-1.27901406121829	0	0	0	0	0	0	0
Lrrc27	0	-1.2839393677275	0	0	0	0	0	0	0
Obscn	0	-1.29290502201893	0	0	0	0	0	0	0
Gm14584	0	-1.29595480057897	0	0	0	0	0	0	0
Ighv1-54	0	-1.29871554396695	0	0	0	0	0	0	0
Igkv13-84	0	-1.30174042524816	0	0	0	0	0	0	0
Ighv8-8	0	-1.31806871114351	0	0	0	0	0	0	0
Bard1	0	-1.32593143752253	0	0	0	0	0	0	0
Slc9a7	0	-1.32770642545423	0	0	0	0	0	0	0
F2rl1	0	-1.32898413583352	0	0	0	0	0	0	0
Pparg	0	-1.34439004026395	0	0	0	0	0	0	0
Tlr5	0	-1.34661533831549	0	0	0	0	0	0	0
Gm38399	0	-1.35460566883437	0	0	0	0	0	0	0
Raver2	0	-1.35597709047163	0	0	0	0	0	0	0
Zdhhc15	0	-1.36944704808752	0	0	0	0	0	0	0
Abhd15	0	-1.3779350816945	0	0	0	0	0	0	0
Gm44174	0	-1.39012172403416	0	0	0	0	0	0	0
Gprin3	0	-1.39635516389083	0	0	0	0	0	0	0
Igkv3-5	0	-1.42405097700874	0	0	0	0	0	0	0
Cdh1	0	-1.42774366908149	0	0	0	0	0	0	0
Usp9x	0	-1.47123730453027	0	0	0	0	0	0	0
Il31ra	0	-1.47438019129323	0	0	0	0	0	0	0
Sgms2	0	-1.48035183298109	0	0	0	0	0	0	0
Tnfsf10	0	-1.48626502691493	0	0	0	0	0	0	0
Treml4	0	-1.4978166107612	0	0	0	0	0	0	0
Klhl4	0	-1.53442900225564	0	0	0	0	0	0	0
Klra10	0	-1.55304041495558	0	0	0	0	0	0	0
Gm16120	0	-1.55832095908074	0	0	0	0	0	0	0
Gm10509	0	-1.61379800541874	0	0	0	0	0	0	0
Havcr2	0	-1.65542503043944	0	0	0	0	0	0	0
Epb42	0	-1.70134295785735	0	0	0	0	0	0	0
Chdh	0	-1.7124549797627	0	0	0	0	0	0	0
Ace	0	-1.71423596203652	0	0	0	0	0	0	0
Igkv14-130	0	-1.75825453202513	0	0	0	0	0	0	0
Tet1	0	-1.78433124370277	0	0	0	0	0	0	0
Ighv1-80	0	-1.83702740675383	0	0	0	0	0	0	0
Cd300e	0	-1.84645843635223	0	0	0	0	0	0	0
Gm45884	0	-1.90469827294081	0	0	0	0	0	0	0
Apol10c-ps	0	-1.91603894114774	0	0	0	0	0	0	0
Gjb2	0	-2.22936743337087	0	0	0	0	0	0	0
Cdkn2d	0	0	-0.588787611128767	0	0	0	0	0	0
Slc15a3	0	0	-0.590553679695032	0	0	0	0	0	0
Prkra	0	0	-0.597259873962403	0	0	0	0	0	0
Ift57	0	0	-0.604788474783534	0	0	0	0	0	0
Palm	0	0	-0.608694284661877	0	0	0	0	0	0
B430306N03Rik	0	0	-0.614659665084071	0	0	0	0	0	0
Ccdc124	0	0	-0.617503904271267	0	0	0	0	0	0
Hmgb2	0	0	-0.620246131202054	0	0	0	0	0	0
Card9	0	0	-0.620535179509446	0	0	0	0	0	0
Rps23-ps1	0	0	-0.628877936632804	0	0	0	0	0	0
Pfkfb4	0	0	-0.632798421055284	0	0	0	0	0	0
Prr13	0	0	-0.634788718082232	0	0	0	0	0	0
Pkm	0	0	-0.636152154337483	0	0	0	0	0	0
Sh2d3c	0	0	-0.638430807758481	0	0	0	0	0	0
Cks2	0	0	-0.644238800682207	0	0	0	0	0	0
Cd300c2	0	0	-0.644960950438312	0	0	0	0	0	0
Atg3	0	0	-0.647341443294427	0	0	0	0	0	0
Csnk1e	0	0	-0.654320783723164	0	0	0	0	0	0
Cd300ld	0	0	-0.666931699995813	0	0	0	0	0	0
Ogfrl1	0	0	-0.68487628482231	0	0	0	0	0	0
Tmem38a	0	0	-0.690000304120748	0	0	0	0	0	0
Pi16	0	0	-0.691707027867763	0	0	0	0	0	0
Hlx	0	0	-0.692252057093588	0	0	0	0	0	0
Mpzl3	0	0	-0.699177130959502	0	0	0	0	0	0
Fcer1g	0	0	-0.701561435927387	0	0	0	0	0	0
Hk3	0	0	-0.709113495331199	0	0	0	0	0	0
Arl11	0	0	-0.70976265354323	0	0	0	0	0	0
Qrfp	0	0	-0.713131734164639	0	0	0	0	0	0
Ccdc126	0	0	-0.718368854140229	0	0	0	0	0	0
Tctex1d2	0	0	-0.72194552092261	0	0	0	0	0	0
Clec4n	0	0	-0.725974839961983	0	0	0	0	0	0
Leo1	0	0	-0.733289907141964	0	0	0	0	0	0
C5ar1	0	0	-0.739328144945427	0	0	0	0	0	0
Ubald2	0	0	-0.749749336682713	0	0	0	0	0	0
Flot1	0	0	-0.762253315215617	0	0	0	0	0	0
Cebpd	0	0	-0.798077432341133	0	0	0	0	0	0
Sox4	0	0	-0.799331426294388	0	0	0	0	0	0
Galm	0	0	-0.81379434459343	0	0	0	0	0	0
Gm31166	0	0	-0.838877630346577	0	0	0	0	0	0
G0s2	0	0	-0.85311924600758	0	0	0	0	0	0
Msrb1	0	0	-0.862640269562256	0	0	0	0	0	0
Trpm2	0	0	-0.873170021736186	0	0	0	0	0	0
S100a11	0	0	-0.88546125990742	0	0	0	0	0	0
Mns1	0	0	-0.896902306045527	0	0	0	0	0	0
Sfxn5	0	0	-0.90600025386503	0	0	0	0	0	0
Sh3bgrl3	0	0	-0.919353639756662	0	0	0	0	0	0
Fpr1	0	0	-0.969584649836027	0	0	0	0	0	0
Mybpc3	0	0	-0.990595437981078	0	0	0	0	0	0
Trem3	0	0	-0.996454699675855	0	0	0	0	0	0
Igkv4-63	0	0	-1.00390078408366	0	0	0	0	0	0
Nt5dc2	0	0	-1.00431130216565	0	0	0	0	0	0
Dgat2	0	0	-1.0293449529259	0	0	0	0	0	0
Card10	0	0	-1.02974908857276	0	0	0	0	0	0
Hp	0	0	-1.03088290324069	0	0	0	0	0	0
Slc7a11	0	0	-1.03542491098305	0	0	0	0	0	0
Gm39321	0	0	-1.11688543059894	0	0	0	0	0	0
Gm31814	0	0	-1.1180188629014	0	0	0	0	0	0
Ddah2	0	0	-1.17945422361543	0	0	0	0	0	0
Acot1	0	0	-1.20239998196479	0	0	0	0	0	0
Ifnlr1	0	0	-1.2150221448614	0	0	0	0	0	0
Gm12396	0	0	-1.23211186475629	0	0	0	0	0	0
AC132455.2	0	0	-1.25479158116085	0	0	0	0	0	0
Gm34589	0	0	-1.29184543405428	0	0	0	0	0	0
Tarm1	0	0	-1.31668167045822	0	0	0	0	0	0
Basp1	0	0	-1.45982485355161	0	0	0	0	0	0
Rnd1	0	0	-1.49880945936473	0	0	0	0	0	0
Lin28a	0	0	-1.56598023245213	0	0	0	0	0	0
Cyp2e1	0	0	-1.74559281103179	0	0	0	0	0	0
Apoc1	0	0	-1.7674076179563	0	0	0	0	0	0
Scrg1	0	0	-1.94815762301771	0	0	0	0	0	0
Gc	0	0	-2.07665771010764	0	0	0	0	0	0
Ttr	0	0	-2.14816015656487	0	0	0	0	0	0
Hpx	0	0	-2.37688209941863	0	0	0	0	0	0
Pzp	0	0	-2.43779441968428	0	0	0	0	0	0
Actb	0	0	0	-0.5851921269988	0	0	0	0	0
Rufy2	0	0	0	-0.585239966684379	0	0	0	0	0
Itpr3	0	0	0	-0.58665131637255	0	0	0	0	0
Pim2	0	0	0	-0.587095426861397	0	0	0	0	0
Tada2a	0	0	0	-0.588203352773772	0	0	0	0	0
Tmem170	0	0	0	-0.588610108992133	0	0	0	0	0
Grk6	0	0	0	-0.588854177736285	0	0	0	0	0
Ehd2	0	0	0	-0.590540158899336	0	0	0	0	0
Slc28a2	0	0	0	-0.592201375729484	0	0	0	0	0
Tmem154	0	0	0	-0.592837991416294	0	0	0	0	0
Ptpn6	0	0	0	-0.593330319046974	0	0	0	0	0
Sema7a	0	0	0	-0.593873425414105	0	0	0	0	0
Rflnb	0	0	0	-0.594158069302171	0	0	0	0	0
Lsp1	0	0	0	-0.595781755582545	0	0	0	0	0
Gm42688	0	0	0	-0.598010563679073	0	0	0	0	0
Gm30211	0	0	0	-0.598035193591746	0	0	0	0	0
Dennd3	0	0	0	-0.598093064042254	0	0	0	0	0
Dgkd	0	0	0	-0.598599314413438	0	0	0	0	0
Zfp607a	0	0	0	-0.599141732105302	0	0	0	0	0
Map3k1	0	0	0	-0.600001601282321	0	0	0	0	0
Nedd9	0	0	0	-0.60080124921107	0	0	0	0	0
Dip2a	0	0	0	-0.600917290240616	0	0	0	0	0
Zfp189	0	0	0	-0.601013474224344	0	0	0	0	0
Carns1	0	0	0	-0.601353634460433	0	0	0	0	0
Coro1a	0	0	0	-0.60178260442175	0	0	0	0	0
Slc2a8	0	0	0	-0.602782115721312	0	0	0	0	0
Rdh12	0	0	0	-0.603517866379127	0	0	0	0	0
Ero1lb	0	0	0	-0.60356774157031	0	0	0	0	0
H2-Q4	0	0	0	-0.605250392031662	0	0	0	0	0
H2-K1	0	0	0	-0.605326338243387	0	0	0	0	0
2310057M21Rik	0	0	0	-0.606305886778476	0	0	0	0	0
Zfp831	0	0	0	-0.606963159445388	0	0	0	0	0
Ftx	0	0	0	-0.607796677057746	0	0	0	0	0
Igkv17-127	0	0	0	-0.607815064851928	0	0	0	0	0
Ets1	0	0	0	-0.60802268033335	0	0	0	0	0
Coa7	0	0	0	-0.608882147116035	0	0	0	0	0
Zfp953	0	0	0	-0.609722774197931	0	0	0	0	0
Map3k9	0	0	0	-0.610655107381372	0	0	0	0	0
Snrnp35	0	0	0	-0.610728590784259	0	0	0	0	0
Bbs2	0	0	0	-0.610972243021188	0	0	0	0	0
Rfx5	0	0	0	-0.61107588675114	0	0	0	0	0
Cpm	0	0	0	-0.611477082203434	0	0	0	0	0
Serpinb1a	0	0	0	-0.611862195654521	0	0	0	0	0
Arhgap24	0	0	0	-0.612853457958654	0	0	0	0	0
Nat2	0	0	0	-0.61378845911526	0	0	0	0	0
Yipf6	0	0	0	-0.615646867824579	0	0	0	0	0
Zfp36	0	0	0	-0.616128535573886	0	0	0	0	0
Il4ra	0	0	0	-0.618502577755327	0	0	0	0	0
Iqgap1	0	0	0	-0.61935127119538	0	0	0	0	0
Otub2	0	0	0	-0.619470164294943	0	0	0	0	0
Fcrl1	0	0	0	-0.620183208220478	0	0	0	0	0
Nlrc4	0	0	0	-0.620379368656652	0	0	0	0	0
Gm48604	0	0	0	-0.621624607703242	0	0	0	0	0
Fnip1	0	0	0	-0.622023789013608	0	0	0	0	0
Tspoap1	0	0	0	-0.622483486704986	0	0	0	0	0
Nmrk1	0	0	0	-0.622915185122468	0	0	0	0	0
Map4k2	0	0	0	-0.623974797397003	0	0	0	0	0
A630001G21Rik	0	0	0	-0.624274691360423	0	0	0	0	0
Sf3b1	0	0	0	-0.625247079476193	0	0	0	0	0
Gbp7	0	0	0	-0.625254899502429	0	0	0	0	0
Csrnp1	0	0	0	-0.626446639704931	0	0	0	0	0
Agap1	0	0	0	-0.628875756089259	0	0	0	0	0
Btg1	0	0	0	-0.630246712684755	0	0	0	0	0
Gm45902	0	0	0	-0.634025012233226	0	0	0	0	0
Fcrl5	0	0	0	-0.634715158126737	0	0	0	0	0
Lysmd4	0	0	0	-0.635480703900554	0	0	0	0	0
Trmt10a	0	0	0	-0.636300995119791	0	0	0	0	0
Hsf2	0	0	0	-0.636636671053527	0	0	0	0	0
Bend5	0	0	0	-0.641013706166297	0	0	0	0	0
Rac2	0	0	0	-0.641431851369273	0	0	0	0	0
Rsad1	0	0	0	-0.641454722598404	0	0	0	0	0
Arhgap25	0	0	0	-0.642512513279932	0	0	0	0	0
Irf4	0	0	0	-0.644290383970663	0	0	0	0	0
Ddx5	0	0	0	-0.645130640232753	0	0	0	0	0
Map4k1	0	0	0	-0.646733212969071	0	0	0	0	0
Pdss2	0	0	0	-0.647486835288661	0	0	0	0	0
Alox5	0	0	0	-0.647900268716185	0	0	0	0	0
Zfp141	0	0	0	-0.647992339787096	0	0	0	0	0
Zfp518b	0	0	0	-0.648985633833802	0	0	0	0	0
Txnip	0	0	0	-0.649241538115805	0	0	0	0	0
Klhl15	0	0	0	-0.650324802378324	0	0	0	0	0
Rab3a	0	0	0	-0.65060915991295	0	0	0	0	0
Gpd1l	0	0	0	-0.650985762062913	0	0	0	0	0
Cd83	0	0	0	-0.653656156900083	0	0	0	0	0
Uba6	0	0	0	-0.654656919614784	0	0	0	0	0
Gm37963	0	0	0	-0.656595159538222	0	0	0	0	0
Myzap	0	0	0	-0.658137586705766	0	0	0	0	0
Ifi214	0	0	0	-0.658854160423306	0	0	0	0	0
Acpp	0	0	0	-0.659112750637404	0	0	0	0	0
Plcg2	0	0	0	-0.659200295250684	0	0	0	0	0
Arvcf	0	0	0	-0.659476608360958	0	0	0	0	0
Acot2	0	0	0	-0.660620263484245	0	0	0	0	0
Vezt	0	0	0	-0.66152440374619	0	0	0	0	0
Cnn3	0	0	0	-0.662745774084748	0	0	0	0	0
Apobec3	0	0	0	-0.664197422401881	0	0	0	0	0
Pigw	0	0	0	-0.669030680632299	0	0	0	0	0
Zfp1	0	0	0	-0.669391295064241	0	0	0	0	0
Slamf6	0	0	0	-0.670039042031156	0	0	0	0	0
Tap1	0	0	0	-0.671169806078936	0	0	0	0	0
Shmt1	0	0	0	-0.671489276004533	0	0	0	0	0
Sema4b	0	0	0	-0.672583889492706	0	0	0	0	0
Bcar3	0	0	0	-0.676998655701718	0	0	0	0	0
4933412E12Rik	0	0	0	-0.677241567027072	0	0	0	0	0
Nipal1	0	0	0	-0.67893090495215	0	0	0	0	0
Mcl1	0	0	0	-0.67929838734421	0	0	0	0	0
Eogt	0	0	0	-0.679436120906363	0	0	0	0	0
Zcchc18	0	0	0	-0.681080613864738	0	0	0	0	0
Acaca	0	0	0	-0.681484396872757	0	0	0	0	0
Pheta1	0	0	0	-0.684565100316806	0	0	0	0	0
Parp16	0	0	0	-0.685536872004281	0	0	0	0	0
Aldh6a1	0	0	0	-0.690747421026403	0	0	0	0	0
Lrmp	0	0	0	-0.690966400928002	0	0	0	0	0
4732440D04Rik	0	0	0	-0.694217731041304	0	0	0	0	0
Serpina3g	0	0	0	-0.695871371715827	0	0	0	0	0
Lpgat1	0	0	0	-0.696142460100102	0	0	0	0	0
Csrnp2	0	0	0	-0.698803744093199	0	0	0	0	0
Gm12258	0	0	0	-0.702113800377717	0	0	0	0	0
Carmil2	0	0	0	-0.702733935200889	0	0	0	0	0
Grb7	0	0	0	-0.702816516290195	0	0	0	0	0
Zfp296	0	0	0	-0.703338044431577	0	0	0	0	0
Zfp36l1	0	0	0	-0.704551209742623	0	0	0	0	0
Dnajc12	0	0	0	-0.708947643491894	0	0	0	0	0
Pecr	0	0	0	-0.709537194060959	0	0	0	0	0
Pax5	0	0	0	-0.71030658644397	0	0	0	0	0
Mipep	0	0	0	-0.711587112523164	0	0	0	0	0
Hvcn1	0	0	0	-0.71208694841648	0	0	0	0	0
St6gal1	0	0	0	-0.712267513381122	0	0	0	0	0
Nat8f4	0	0	0	-0.714410796931413	0	0	0	0	0
B3gnt5	0	0	0	-0.717351791368781	0	0	0	0	0
Gga2	0	0	0	-0.719391763477327	0	0	0	0	0
Rab30	0	0	0	-0.720023741557578	0	0	0	0	0
Twsg1	0	0	0	-0.728115151283754	0	0	0	0	0
D330041H03Rik	0	0	0	-0.728719493969194	0	0	0	0	0
Ptch1	0	0	0	-0.729938513679953	0	0	0	0	0
Vars	0	0	0	-0.730756705124129	0	0	0	0	0
Actr3b	0	0	0	-0.731616941665595	0	0	0	0	0
Pou2af1	0	0	0	-0.732214839973517	0	0	0	0	0
Syvn1	0	0	0	-0.733256625338463	0	0	0	0	0
Marveld2	0	0	0	-0.734265927065531	0	0	0	0	0
Sufu	0	0	0	-0.734384131470002	0	0	0	0	0
BC002059	0	0	0	-0.735720402411256	0	0	0	0	0
Recql4	0	0	0	-0.735987826395238	0	0	0	0	0
Pgpep1	0	0	0	-0.737969673212458	0	0	0	0	0
1700012D14Rik	0	0	0	-0.738327205539177	0	0	0	0	0
Hip1r	0	0	0	-0.73975472549232	0	0	0	0	0
H2-Ob	0	0	0	-0.739779046907819	0	0	0	0	0
Zfp85	0	0	0	-0.744049245501799	0	0	0	0	0
Adpgk	0	0	0	-0.744173450336015	0	0	0	0	0
