C1	C2	C3	C4	C5	C6	C7	C8	C9	Tested_in_clustering	Cluster_control	Cluster_Exposure_P	Cluster_Exposure_Final
Pttg1	18.8695853731944	11.3293881206986	6.57850543904681	17.0067831410655	22.6914547273464	9.01303849705488	15.3417795423124	13.8232344221792	7.55161729572169	100	3	3	3
Pttg1ip	6.93747050522073	21.159257905278	10.3294980360197	17.9116516571567	35.5333672255551	3.66564225402262	27.768214501485	4.21211613573315	10.2608463338389	100	9	6	6
Puf60	5.0916217542913	29.596246556759	23.2523406706429	11.1943896573986	26.5534233506072	13.6599131096096	28.011055052374	6.85647896995358	13.0581206265358	100	8	1	1
Pum1	26.2506322957773	9.15440264733401	9.52876584501083	17.3385017428382	14.0781480198882	14.6144497997419	8.95884832345157	20.3001670807654	9.02942976043053	100	2	2	2
Pum2	10.7032910094465	19.7630926736811	11.1377057001056	16.6948082489325	30.458007438822	6.70811523760937	24.5753825980059	7.67517732509996	9.90040087790636	100	6	6	6
Pum3	7.9898616516001	21.6473767237287	16.8885280829964	10.4541753213046	20.6075183644315	10.8666085253543	20.6516591728727	7.5907744044768	9.78748420738489	100	6	8	1
Pura	20.3377860765811	18.5968862104876	19.526494093087	11.8116662450453	8.2551765577933	18.030654773403	12.0216467468633	17.303652778317	10.6939893768278	100	5	5	5
Purb	19.5653295321556	13.1005673727925	11.2527348243225	14.7140425355954	17.1415699457326	12.39306152231	13.0749970750024	15.157190394798	8.23868403932893	100	9	9	9
Purg	7.91572430040563	24.5448862297733	19.2664512826503	10.9817604994419	21.8099766069125	11.4585276012469	22.6715933416702	7.36458739645508	10.561639107038	100	9	8	8
Pus1	11.5632000665491	17.5149559261216	13.3239068139559	11.5717946569506	18.851573347652	9.33198007605832	17.3321063293032	9.06211721944438	8.3835618327196	100	1	9	9
Pus10	8.51171648700114	19.8373367853792	11.853239757176	14.6600456558651	28.2257358410408	6.11754855642893	23.3931334425274	5.9626381117562	9.15053993612324	100	3	8	6
Pus3	22.0350145730244	12.6836239568517	13.745407840086	13.0633865897708	8.23893763621487	15.067849505925	8.402384012862	17.4465610541017	8.65258275334677	100	9	9	9
Pus7	14.817578424164	14.4036968194856	11.2370781333293	12.7872311017812	16.7159920122804	10.043320930523	14.3363122106193	11.4367953472315	7.97913664223806	100	7	9	9
Pus7l	7.98171535877053	34.7068897967364	29.4315827375538	11.9165320851011	26.8460562425906	19.533297495819	31.2140039060634	10.9706793453302	16.732093036662	100	1	1	1
Pusl1	4.60975515696054	30.0087293659607	21.2329171142109	14.3122325784247	31.6826773968346	10.4927159500693	30.5387798183946	4.96284503448184	12.9491547056796	100	1	1	1
Pvalb	16.9458855632241	12.2662462717447	4.25740056106897	19.8275080175926	29.7703063581509	6.00925711170389	19.9345577612739	11.6824462665649	8.4212652214553	100	6	3	3
Pvr	12.2788831182666	16.3563044359367	6.3704563657594	19.7707718787631	34.0096800378242	4.05835366943116	24.3482292721667	7.92334973517393	9.4111248482867	100	6	6	6
Pvt1	24.4668679951148	10.002835099588	10.4273817892423	15.7538737085045	11.9715513709011	14.4063721886789	8.70366632584918	19.0865891666704	8.79820630979484	100	2	2	2
Pwp1	6.76082391704424	23.1578334887855	12.7185329281404	17.375562982756	34.5762135178132	5.32737203987292	28.0682745830406	4.61534146951287	10.4827124164494	100	6	6	6
Pwp2	25.2952190689013	6.46213092690746	5.94606890270511	17.5121563112753	15.5245054511575	12.2330660358779	8.5214559696715	19.1735354106042	8.01528124288837	100	9	3	2
Pwwp2a	3.40124235409533	29.1030253245189	23.8349270613621	8.72631269752969	22.8798888651548	13.8037260172395	25.9888742549901	5.77418090779394	12.1516271183138	100	8	1	1
Pwwp2b	26.5432373213356	6.94745242370846	6.67934943685004	18.4063922989522	15.4888437570111	13.3987444969595	8.87856466563636	20.3598408368405	9.03970243267639	100	3	3	3
Pxdc1	27.7883434881957	8.29726758007405	8.55818101477148	18.8281304089136	14.8900796406373	14.8872670802397	8.9499812283923	21.5149091355543	9.60203042970662	100	7	7	7
Pxdn	2.66625521428169	32.6841332841494	22.7419846011554	14.8472914198058	34.2792206174096	10.9182617346501	33.3325094178048	3.98919925692516	13.700714184064	100	1	1	1
Pxk	14.4350148053535	17.8331022740383	13.5045296406012	13.6399499096621	21.4527892132211	11.5785278958774	18.6372480419229	11.998353245721	9.51323768781169	100	3	9	9
Pxmp2	4.264767122017	22.2778047043652	14.4284397426891	11.9739495584971	27.41629079032	6.707088734877	24.2462659233637	3.61483264132482	8.93051371011263	100	1	1	1
Pxmp4	5.86605287417329	30.7748750431256	23.6007015894231	12.8400937889988	29.649123543711	14.4277862037226	30.3865398363194	7.82786267703184	14.4396041977279	100	9	1	1
Pxn	5.83694487861559	22.7504654057086	11.1431648914487	18.6744268638233	37.5823744126774	3.55574359360188	29.5802192665766	3.50914865618478	10.9478601350155	100	8	8	8
Pxylp1	28.7553870287699	7.20307661134452	7.49964925498374	19.679625648691	15.4186596188253	14.6604573731351	8.5054168584254	22.1387634730245	9.66012658152935	100	7	7	7
Pycard	6.17177163423986	37.6747065575389	32.9621099650444	10.1925176881731	25.3601168768449	21.2756769199675	32.1995685097267	10.3761653597208	17.5746460500161	100	1	1	1
Pycr2	7.19913267692658	29.0531525485663	26.2148605747035	7.88468539371257	18.2435756858905	17.5054172012008	23.6533228730693	9.498487393388	12.9587912481193	100	1	1	1
Pycrl	18.5555003266885	8.50947689234353	4.26776807392382	16.1525440545706	21.0583803606285	7.71674300748944	13.1041760062075	13.342288662561	6.50293635132344	100	9	3	3
Pygb	6.04120801114869	25.8839611257175	13.6676035322896	20.4931032659232	40.3109091109691	4.60684705147269	32.4530961335732	3.92457219369174	12.8301514972318	100	1	8	8
Pygl	6.66075386168392	32.4609510668263	26.6319394393438	11.7710070513407	26.9030530933889	16.7462142522485	29.9752734625835	9.09250297965748	15.477781565586	100	1	1	1
Pygm	15.8893497003195	13.6369495223118	5.07514127531389	19.9117051562246	30.9141605555054	5.55593923577607	21.1866769463277	10.7872730757319	8.70028685628843	100	9	3	3
Pygo1	2.69948917407216	32.0082658700141	21.8763049984062	15.1473940835504	34.6066628082057	10.21600361765	33.0777319326462	3.74620288903604	13.4125349179237	100	1	1	1
Pygo2	17.1281196994662	12.8642782601498	5.64793164837929	19.5037134727942	28.8795324907892	6.92120146351201	19.502373911168	12.0811976225144	8.76833812132299	100	6	3	3
Pym1	4.35794109035449	26.0943893444273	15.4886764131382	16.5567463823538	35.4188430135485	6.34893645654543	30.2519866665337	3.59953205847731	11.691694627383	100	1	8	8
Pyroxd1	11.4487969035091	18.3101118569189	15.7246285418354	8.94866226883225	13.0450915915539	11.3937494308835	14.9609441554408	9.60996832287455	7.84143270286479	100	9	9	9
Pyroxd2	25.2021060084888	7.47563734891227	5.5218197441348	19.1384088595502	19.5544341463936	11.9440319831145	11.2598254091504	19.0614409639805	8.64712363150026	100	6	3	3
Pyurf	13.544132150178	27.4057488558365	26.4989152635797	9.58232978215695	14.4707987322439	20.1698096355527	20.9108585769777	14.4334453162177	14.3599689197923	100	9	4	4
Pzp	29.9618775727492	7.728087796105	9.3039646632922	19.3884048364705	12.8588363754814	16.3198251140253	7.36159592087029	23.3822656118867	10.3569260543344	100	3	7	2
Qars	23.1844905948393	7.56380184380538	3.87993341569133	19.3009805758632	22.3678775282442	9.979075862331	13.1080609563206	17.1864853719294	8.13626211689755	100	3	3	3
Qdpr	19.0861002656286	13.6986584645387	12.1669635470382	13.9593855982155	13.2404708407909	12.1320529294293	11.7013787153792	14.6773352536127	8.45698292011252	100	9	9	9
Qk	24.7523964750377	8.89057465980668	8.79286510168504	16.6207691443681	13.7685387151862	13.4676399059631	8.87056867740028	19.0506109881806	8.5453972210661	100	2	2	2
Qpct	3.34859991670356	35.9001372959226	28.0369622231719	12.5405116834717	30.7870473660607	15.9006069941287	33.66464082015	6.49637640527384	15.5904867537202	100	1	1	1
Qpctl	9.62896093267693	15.626498820285	6.43500803131897	16.3029858082258	30.3333951093728	3.34177535963753	22.2263841503251	5.95463603537983	7.60134187055645	100	3	6	6
Qprt	14.2299368625083	12.3405834918637	4.83135966617252	17.0891925880437	27.2589874532262	4.99537994159395	18.7046671892292	9.53587111410027	7.20265408398619	100	6	6	6
Qrich1	26.8951832150269	6.07146391790116	6.42393953054519	17.9559852228236	14.3471997518107	13.390303187392	7.64758749390835	20.5827880937168	8.61234076975695	100	2	2	2
Qrsl1	4.67078164157779	28.9040181461172	21.5401597368257	12.3073328183596	28.3329981292722	11.575468323609	28.5048860077807	5.58339489489551	12.5928553321896	100	1	1	1
Qser1	22.8909095030178	5.77160130956054	3.86375395718785	17.0173903613609	17.3417810526899	9.92739483254858	9.54320784530167	16.9685243775212	7.19486010880392	100	3	3	3
Qsox1	11.4649931030799	21.0501708092834	17.1629715999962	11.4896267113183	19.5599099763612	12.2899254209325	19.4224048614181	10.0211061901825	9.86041743713	100	6	9	9
Qsox2	4.49394583249419	29.8273669857984	23.6839256246751	10.900890354506	25.4065200144739	13.0925274961399	27.5044947304239	5.96480254307068	12.9236692267147	100	1	1	1
Qtrt1	4.41106542170802	26.1588295509674	18.9086226998664	11.3343459949438	26.9877200137199	10.3206514707559	26.4377629595977	5.09310686167493	10.9353472942076	100	1	1	1
Qtrt2	5.07274079142833	28.4829641897693	19.4036307638104	14.4310535627177	31.8133721156715	9.50725087882041	29.8285378598723	4.88431479658786	12.1096510321273	100	8	8	8
R3hcc1	6.92731033108196	22.4510806195922	12.3028437823832	16.4425178079136	33.2281244385966	5.08786999113552	27.1500567611286	4.48748647255776	9.76159845452393	100	8	8	8
R3hcc1l	15.7034725533433	23.1893938969485	23.5391558333018	8.93441140624028	8.80569662976172	18.734180006781	15.4674884497216	14.8590375023911	11.8012832253259	100	2	5	5
R3hdm1	5.76397206752205	30.0240016249674	25.4313499810779	8.81916918993895	21.8259070767858	15.8593889694293	25.9881408763046	7.8930312360024	12.6274835647904	100	9	1	1
R3hdm2	8.91694780428411	19.5466572285492	8.09525888588296	19.5885784015148	36.8774617624542	2.92990994228616	27.7154586391579	5.2494406812049	10.1331512093104	100	6	6	6
R3hdm4	13.7262058576503	15.0879632067564	5.57289050140196	19.6672131980048	32.5572069465956	4.50881529666912	22.9683511628834	8.98904354048163	8.8583405686552	100	6	6	6
Rab10	24.3783604101838	8.43328856670326	6.18227149976356	18.7735140806325	19.153174564387	11.5703624665884	11.4598188127838	18.2990498910791	8.44175479181021	100	3	3	3
Rab10os	6.37594869794587	38.191448699618	33.5910977432874	9.93954862009916	25.2102716027499	21.9476889086847	32.4537935451681	10.7706086681513	17.6833663591872	100	8	1	1
Rab11a	5.71290747634573	30.5184264874255	22.9334864328276	13.3478849478213	29.1508471176564	12.8227071895614	29.9550595765226	6.72094304292134	13.9868062271814	100	1	1	1
Rab11b	7.00802602287542	25.2819217234321	11.8515143500686	22.4483460069397	43.312413553122	3.41964011204839	33.8738345599322	4.11315756387448	13.2990790379777	100	6	6	6
Rab11fip1	26.8399735502934	8.58934710767784	10.0053743198463	16.8560810841682	10.4707961143294	15.0331237475484	6.76400960754914	20.7747342608796	9.10340295514943	100	2	7	7
Rab11fip2	21.8660865601331	11.3722545641802	9.2540625988329	16.4794377774704	17.2626924342521	12.2490479339125	12.3115032624313	16.7406034905712	8.4386260231649	100	9	9	9
Rab11fip3	23.1550868299991	8.4872466956994	5.56717644104474	18.6479570592488	20.6627629330322	10.6943338138735	12.4964887327319	17.2776137550923	8.33741306527973	100	3	3	3
Rab11fip4	5.33306728593603	25.5764378451709	20.0881411991238	9.46338861075903	23.1933185201472	12.198696169185	24.3646468832648	6.55195832584495	10.9584120500939	100	1	1	1
Rab11fip5	17.6933072547258	12.1521652642361	6.57846852545624	17.5430239584772	23.4384633870806	7.64182229277157	16.2052889172524	12.5085026726944	7.87719630221472	100	8	3	3
Rab12	13.6135072670971	23.1278502917184	22.359974518521	8.79967583297317	12.0950121336341	17.2802220363758	17.2336315791058	13.2509720260739	11.5496255868317	100	9	4	4
Rab13	9.04910835306215	24.4325594746693	18.5712893422537	11.9487261876538	24.5066295819535	12.0487763414221	24.2194787063714	8.59921892659905	11.0779838457341	100	9	8	8
Rab14	19.9991182365853	10.9796514947831	5.49645972252021	19.6866965569924	25.885659000024	8.40951743900809	16.7877023491281	14.4561708890008	8.95647364535638	100	3	3	3
Rab17	11.6774477830004	38.6129188565098	38.6861266491795	7.61865251649488	13.7998283543913	27.6024975919057	27.2594416348611	15.9997670236067	19.6786669625583	100	4	4	4
Rab18	20.3834703976799	20.2442808008996	21.3239878772012	11.724756162178	7.98507770880935	19.2706864152211	12.8820600268853	17.8116582995523	11.6418534178242	100	7	5	5
Rab1a	17.2297496551344	13.4164064033426	8.26969088127486	16.468885866904	23.4933278156456	9.22680928380972	16.9674491597687	12.8040835233674	8.04650927341102	100	3	3	3
Rab1b	12.4601900274791	16.4438974279474	6.24399285875924	19.8455739825705	34.0595066996967	3.90208902389016	24.4922786744776	7.93137205797292	9.27007735948502	100	6	6	6
Rab20	17.9046410664792	12.1549036721696	6.51129625744593	18.0105476307293	24.9313729870968	7.96345729319572	16.9477566090051	12.8488424061562	8.23853265333732	100	6	3	3
Rab21	17.3522493591912	10.0112934873466	6.43078313349124	14.4498445486933	18.8411480613052	8.26446652216139	12.6572976420171	12.5682009297789	6.28065723803877	100	3	3	3
Rab22a	21.5387698928412	8.3117466559653	4.49205609401097	18.2392462188679	21.7995698344797	9.1579592955433	13.1510504972126	15.7770431768539	7.70702096821119	100	3	3	3
Rab23	6.59774950938816	27.9188734747313	21.4242215541534	12.6981256331301	27.1669978114612	12.1169067425835	27.3789014658431	7.06441872672017	13.1285509474121	100	8	8	8
Rab24	16.5438719613538	25.2577145289484	25.8266294141964	9.78773632493855	9.60008224593826	20.7356574980299	17.0466787508486	16.2484159756572	13.6389411673289	100	4	4	4
Rab26os	15.9079718482509	20.6119264337796	19.8645597036547	10.3679831037629	12.5890661536888	16.4538241507484	15.7070614968794	14.2921754343254	10.603245077123	100	9	9	9
Rab27a	3.87523020830421	32.0127651616813	22.7708346496706	14.2891866162773	32.9313833452055	11.7406362349692	32.403245236223	5.1488722373037	13.7185909194265	100	1	1	1
Rab27b	15.770663511137	13.7425507583804	6.86127935818927	17.7455339393437	26.7010444956098	6.61987592356458	18.9354817423592	10.8954599158035	8.1666015266962	100	9	6	9
Rab28	10.8241481399423	18.7009716113894	9.48427394399101	17.4697453161651	31.4804152082273	5.60009237267233	24.4010241465992	7.29249085985013	9.29326448951239	100	6	6	6
Rab29	10.5949226806501	20.5679924699588	18.6603276105997	8.04743552018947	13.6751747928221	13.512330579631	16.6706124654859	10.1528946674332	9.61306630683006	100	4	4	4
Rab2a	20.7798219593715	8.1757023870336	3.9176508073155	17.8967421894048	22.289474594443	8.71829733602075	13.4827692984296	15.1680550232309	7.26489348792108	100	3	3	3
Rab2b	6.54046636367229	33.6695498299955	26.7114344140209	13.2899530655807	28.1973139396678	15.2414273835771	31.1133223892513	7.92216157356611	15.5242841363887	100	6	1	1
Rab30	11.249597375085	23.7251894304141	18.7637748228024	12.5248703593366	22.4847717953607	12.9243075758223	22.4696836174071	10.1864934235915	11.1213706280113	100	9	9	9
Rab31	3.99916854373811	29.1094349557067	18.7926237883331	16.3372397188925	35.4616674809616	8.37624469179445	31.8594093685854	4.01779471180573	12.9666432155916	100	1	1	1
Rab32	12.6153757408216	14.4122767851255	11.9552288828423	9.97630887293728	14.2333529603213	9.6875295210954	12.996842813502	9.77472119504429	6.54925947458647	100	7	9	9
Rab33b	14.0321977872275	26.8939495229257	26.4132406469043	9.15231430181373	11.720314265042	19.9795768161265	19.1858214140677	14.4110398100057	13.588349572553	100	9	4	4
Rab34	23.6832558179703	12.5436535899023	13.6403297598685	14.5024758684155	9.71987957871632	16.0208021349206	9.07545177939214	18.960090142096	9.61830612040108	100	1	7	7
Rab35	15.1251842900116	13.1570508000366	4.82895942049739	19.0681100136406	30.0824539751796	5.23016693258783	20.5864771307599	10.2267372414137	8.30813318119417	100	6	6	6
Rab36	4.89279946957113	26.4473472251436	14.447525318578	18.861183531936	38.8529312720005	4.8831451284005	32.0374974101928	3.16548301552671	12.1095640638635	100	8	8	8
Rab3a	18.3510730718334	13.4157662314093	7.63725908221893	18.9446023922729	26.1170466605777	8.48935154858687	17.9454477299946	13.2293987860511	8.9819113269676	100	9	9	9
Rab3d	20.9644790886609	9.68029827166801	5.24018803926452	18.6333917220013	23.0693324019103	9.15663482151438	14.5432697987468	15.3214976789879	8.07467485455469	100	9	3	3
Rab3gap1	10.1845714896919	26.7565806034753	23.2963389453046	10.8249028890216	21.0786279080434	16.9117570449137	23.8912732293649	11.5064342231908	13.6768512362006	100	6	1	1
Rab3gap2	23.3080947728404	17.0682615778719	18.2422360715043	14.1948003986611	10.2444307104032	18.9246325248666	12.0636193007595	19.9682097826366	12.0353060395485	100	2	5	7
Rab3il1	9.12739003687408	18.3661992573509	11.614948445279	12.782729662881	24.6070531442249	7.25024357229268	20.74727911561	6.79762209519689	7.82482549624777	100	8	8	8
Rab3ip	9.19390672379654	18.9440507598042	9.3830573620217	17.2405750031627	32.2150391949944	4.74035649315574	24.734420350395	6.04164237743486	9.159180006014	100	6	6	6
Rab40c	13.6769941690041	26.093525726378	21.3328120732386	14.1226015658535	25.1861206306661	16.3765613381762	25.5994957999578	13.4280233533132	14.1270585209293	100	8	8	9
Rab43	12.7459359683489	14.6273108992518	10.5328679889902	11.6828353700432	18.338907765711	8.51753210586465	15.3828295013216	9.58633304067193	6.90688286327186	100	9	9	9
Rab4a	11.146336716333	16.8085371546932	14.7528474503503	9.16513934544237	13.4086046244099	11.1714144184656	13.9405213234281	9.46717162228576	7.73221725264056	100	9	9	9
Rab4b	12.3412754472071	20.7930532140503	9.08119108313336	22.3654246328276	38.7233386768652	4.38397318945977	29.0121808402648	7.78854767819898	11.4880043236734	100	9	6	6
Rab5a	7.88960566365326	24.0780351025466	14.5416155771581	17.0839859888909	32.9881418407248	6.59506616804931	27.801985315031	5.61174366932388	11.2101164954155	100	9	8	6
Rab5b	8.63856703588453	21.7438497051787	9.10869802186395	21.6382806791986	40.6701248873936	2.74962807830747	30.7608896381717	4.99081679707938	11.7369677254425	100	6	6	6
Rab5c	10.886974252856	16.5657081779121	5.90840073282874	19.4609295175894	34.8279895811546	3.00798612425231	25.1805280546697	6.67692602637455	9.26321232200267	100	6	6	6
Rab5if	19.3182515520135	12.4360260709076	10.7552130160367	13.9018737601153	16.0270726953008	12.6387821972983	12.7692112770032	15.5012861271604	8.60253899020655	100	7	9	9
Rab6a	19.9358169430962	22.9656567051388	23.7017375495717	11.8383682975143	9.67961863813307	20.6818051315484	15.4669728498152	18.2121058531368	13.1118928145835	100	2	5	5
Rab6b	5.01769179397542	26.9278094564058	17.4162917730018	15.3588687376639	33.4198799712735	8.71361435955002	29.9536784238403	5.090941901762	12.3956441433317	100	9	1	8
Rab7	8.87208065014838	20.614445753842	8.52627050900837	20.6976243729963	38.8482587792685	2.76008121032733	29.2201441039045	5.14643315182063	10.8864451771199	100	6	6	6
Rab7b	7.57546709477772	18.2508734234571	9.49532361646265	14.6859923390795	29.4695051408551	4.81033010616355	23.2388510580555	5.16986517861963	8.23625609451739	100	9	6	6
Rab8a	7.26269000710688	28.6003706365961	22.1866466537664	12.2455921580351	26.8562215474783	13.9259291114064	27.8986037178005	8.32863417433555	13.3931446691374	100	6	1	1
Rab8b	2.92412559408474	30.3580336928065	20.199432079668	15.3222397140765	34.4945768232824	9.06504664390354	32.0526414711941	3.47663982271624	12.7616581917907	100	1	1	1
Rab9	12.2704871374385	23.0684190916488	21.4163035758434	8.51492213398946	14.1732606397987	16.0040875299576	18.2679877072622	12.010967855091	10.8490593746062	100	9	4	4
Rabac1	20.1693401970457	9.3672594973924	4.22291490186019	18.6424020662367	24.3689228243309	8.36461420356001	15.2153818081031	14.6341088866473	7.72529710125383	100	3	3	3
Rabep1	23.5818382282747	10.2761525389193	10.6508904125507	15.0923130938281	11.863412659469	13.9002481937468	8.62030538900899	18.2200051144637	8.2669321850349	100	7	7	9
Rabep2	11.5250452223687	25.8927851566431	22.8276633955031	10.5031762550834	18.6728698049331	16.7903586878515	22.4422704104075	12.0814003402368	13.2040760569587	100	9	4	4
Rabepk	13.7062508120621	16.8040789279076	12.2689538061404	13.7280907541417	20.1249566184665	9.58688056277288	17.4654711045809	10.4956877953322	8.90049330022605	100	9	9	9
Rabgap1	16.2995339958099	16.5079882377426	15.449341982406	10.6232958316879	12.8061443907143	13.7486447611851	13.3265367407945	13.4584123125946	8.32235483852049	100	9	9	9
Rabgap1l	26.8889389467052	11.440102650658	13.1045181948361	16.6534115374948	9.73336278846258	16.9915865106757	8.05340140241718	21.3834748637622	10.3466667988687	100	2	7	7
Rabgef1	7.60914200829846	33.266347943542	26.1613109849737	14.3457622916462	30.3059843913076	15.9345458151272	31.9891912088792	9.30092266851781	16.357907967144	100	9	1	1
Rabggta	22.732239694347	7.91319337417633	5.03236336232931	18.2507576286975	20.4210033550526	10.3451946953532	12.1650455034921	16.9698883239299	8.07469381036334	100	3	3	3
Rabggtb	9.90913350741438	20.4691129621088	13.0239598556478	14.7230599740864	27.6408210494452	8.34755649558553	23.6306263732322	7.90900857229039	10.0547997138587	100	3	8	8
Rabif	9.01733182632223	18.4371481755419	9.02504502562673	16.7591774011193	31.5373625638558	4.63070990304095	24.222128085281	5.9479737471662	8.81764757888453	100	3	6	6
Rabl2	3.06233438962075	32.0487040772087	21.828785908715	15.5751396422128	35.2142252597519	10.3471751917207	33.4430773880728	4.12552345097293	13.8168736234912	100	1	1	1
Rabl3	5.3134538637116	19.0813854622604	13.9641241240391	8.45914369627081	20.2310749144725	8.05104335820393	19.2144678465659	4.89216426911759	7.50363983764193	100	6	8	1
Rabl6	5.52864826822614	25.3758770926827	15.0297248339323	16.9030473279762	34.8207184184418	6.16822996381798	29.527640941003	4.07104539516618	11.5038005953077	100	1	8	8
Rac1	7.91161784024147	24.1485451020599	10.8651152039673	22.6368548208685	42.9479638200118	3.14141653996222	33.1136350736642	4.61488384134209	13.0159520437506	100	6	6	6
Rac2	4.91730915600472	27.1962646115883	14.9456481127203	19.5602601842369	39.7159046565519	5.04157073806963	32.7908687795584	3.24352242575952	12.5304694330417	100	8	8	8
Racgap1	2.50791789769985	32.9277665061857	23.15054773201	14.5724755975006	33.9405905423403	11.3042340655674	33.3273050181601	4.09794522604371	13.7982748797562	100	1	1	1
Rack1	7.10928125753303	38.6723110969004	35.4587701259037	8.80142690370039	21.9388807398374	23.5677559220612	31.1861213439517	11.7853217474378	18.2854215899403	100	1	1	1
Rad1	14.665556109648	26.9096653525817	24.7178201112076	11.6157230112623	18.3950789154866	19.2438875074635	22.3370520230658	14.7894716794067	14.0060070401784	100	9	4	4
Rad17	10.1959723007468	27.1522854919887	20.8979057762638	14.1788563752987	27.0987755853402	13.6839310338221	26.8891033980621	9.93137255387471	13.446710616626	100	9	8	8
Rad18	3.95321024464393	34.8598232181582	27.2240558704318	12.5908572298743	30.5253975342515	15.7602583343239	32.9516047599354	6.92976538148978	15.4287604582922	100	1	1	1
Rad21	4.66798354306478	30.6790136550862	20.6733891460615	16.5194038814947	35.5007537445102	9.86578517408968	32.8292966563747	5.0272535544626	14.1857178155299	100	1	1	1
Rad23a	6.02074918356243	26.5095969254215	15.9596618145407	17.53313036966	35.913464189558	7.17186761555246	30.8317214398724	4.89249120619844	12.4724077438921	100	8	8	8
Rad23b	29.4425669580567	7.3730764472073	8.22273216416978	19.6221754092873	14.7435725422724	15.631968844556	8.30780586514731	22.9299734013357	10.1204530948147	100	2	2	2
Rad50	21.8883174235503	11.295809429246	11.5147821461988	13.9728369510715	10.5706028069831	13.721288919665	8.89518533292651	17.0571604817343	8.28887728215435	100	9	9	9
Rad51	2.64842094553112	31.3163570116227	21.1338640410073	15.2258965578763	34.6885611288782	9.75578287177676	32.7285124868213	3.62976703528028	13.1885115686594	100	1	1	1
Rad51ap1	2.70940448471149	34.7968635994382	26.4134892223302	12.6074426150045	31.1835378963193	14.4177211505908	33.2023912184241	5.48121007730289	14.6428713543965	100	1	1	1
Rad51b	4.49230537775567	32.3078216457803	25.5170918217364	10.8513363060201	26.9950600250537	14.7105181989194	29.7853779084856	6.54024553046757	13.3718630958804	100	1	1	1
Rad51c	5.35525784568696	31.2251596633896	18.9922851380362	19.9780213531441	40.8832305005816	7.75712517943553	35.6531199143445	4.43491618088012	14.693224559862	100	1	8	8
Rad51d	13.2361470256597	17.7883584266152	16.8952195725152	8.56277477195771	11.0462961458112	13.6844824076868	13.6324165532495	11.6941072170147	8.75550411929331	100	9	9	9
Rad52	12.3711336018979	33.3269370042902	31.0300146462659	10.5103171945574	19.1177915806788	22.4236595228795	26.4893992180559	14.4121038073935	16.40852977782	100	9	4	4
Rad54b	3.13002064546867	31.5130562001389	20.4890274796306	16.9149277231903	37.1029251318755	8.9780718122992	33.9707581941232	3.63560718244118	13.735204983102	100	1	1	1
Rad54l	2.94724051457556	35.1828668724363	27.6436789772937	11.5061847693205	29.4309213538206	15.7687547455477	32.6388520522071	6.18549600417717	14.850987167127	100	1	1	1
Rad54l2	17.5280507599586	15.3206176808312	12.6921421060201	13.5100990539832	17.9009946395875	12.8493291415023	15.4749675020591	14.3577820008788	9.13775310275028	100	2	9	9
Rad9a	4.27248990312808	31.9421505843081	22.2379107809759	15.3992168600117	34.5246428925462	11.2255428619808	33.1077016419393	5.24576809193961	14.1628864200879	100	1	1	1
Rad9b	7.33270111290073	24.441591545214	20.0296344014382	8.94470997980022	19.5380008820902	12.789898767592	21.9667801965633	7.85787932880583	10.6246967863238	100	9	1	1
Rae1	13.9828006174385	12.8188573569055	8.10763463312539	13.8012709492556	19.0476559966022	6.78044616234537	14.5780243556159	9.7399307562016	6.81227475998844	100	9	9	9
Raet1d	10.0512419367526	22.9710023461149	13.7852054582852	17.6317538331494	32.3406679080546	7.54802956057387	26.9697675033285	7.41430165453686	11.1751294099244	100	9	8	6
Raet1e	18.4768922067893	13.2340091579414	9.15990839336832	16.1203127204242	21.1754076670993	10.2648369648778	15.4899490062811	13.7796359907991	8.00241593224004	100	3	3	9
Raf1	17.5229933122184	15.8005807059695	14.2673562832678	12.2025438543192	13.1117751578083	13.0745224547121	12.8794774120288	13.8469749991728	8.10367657748306	100	4	9	9
Rai1	11.042966492313	13.4367365451803	9.01079037860683	11.1036755127702	18.9139338451486	6.84882849637393	15.1761263253586	8.03494042714211	6.29956369014491	100	9	9	9
Rai14	14.5348072720765	30.2413839704008	30.4512636433386	9.46046667989449	12.7052825002443	23.3496084717536	21.4951855397548	16.1717770358564	16.1706179498265	100	9	4	4
Rai2	25.6872682669855	9.135061146357	8.53814705449785	17.9913483528953	15.6071661349961	13.6943997446252	9.8725498838379	19.6992491818681	8.95124905083742	100	2	2	2
Rala	19.9438309315742	9.53827281604662	5.32986533771169	17.3344556243342	21.6280349413037	8.82395482917764	13.8341216179167	14.5128460666947	7.43516114375061	100	9	3	3
Ralb	2.89631309671923	33.0858289949171	24.2280502717056	13.3735040473368	32.0634496854276	12.7157452465931	32.5886722965274	4.94314335329898	13.9599666932455	100	1	1	1
Ralbp1	29.1899117675851	6.74961717814376	8.03125230444167	18.9674754552189	13.1562694750386	15.2741613811077	7.0867332178914	22.6135123940679	9.68836821950445	100	7	7	7
Ralgapa1	25.6659166898955	8.82328844124861	9.51485969473189	16.5691627206655	12.4644413605462	14.7167351389843	8.36867545235288	20.1943998035049	9.34649005513474	100	2	2	2
Ralgapa2	23.4021636885791	13.2699514450292	12.782376639213	15.8300789414606	14.6564994513504	15.5094957398904	12.04615472959	18.7215205209159	9.84480048477246	100	3	9	9
