C1	C2	C3	C4	C5	C6	C7	C8	C9	Tested_in_clustering	Cluster_control	Cluster_Exposure_P	Cluster_Exposure_Final
Dctn6	4.05993546369937	29.8828264054706	18.8057957556948	17.4766350815916	37.2807937494016	7.89349107330329	33.120535270055	3.72038255696623	13.3087422854604	100	1	1	1
Dctpp1	9.77861175815719	33.4996721065332	29.6360956287938	10.6642190580297	22.7070511488603	20.1209532580671	28.41164257453	12.0151658002228	15.9123710888124	100	1	1	1
Dcun1d1	13.9234818059169	10.193689358021	7.68402740347024	10.7917880020832	14.9041638510005	8.10326371654919	11.1951254132342	10.3924976982676	5.63219629584639	100	2	9	9
Dcun1d2	17.4901907310845	8.58576155189627	5.28279053409772	14.2252606424503	18.4194720963816	8.03505695820637	11.8039185047255	12.6905015771779	5.94651024786515	100	2	3	3
Dcun1d3	12.6698033523379	21.6567573413561	20.259968170409	8.68017534954344	12.6540034850982	15.254739629947	16.5186017519644	11.7292800608457	9.88936509441205	100	2	4	4
Dcun1d4	24.4531194920891	6.61574188034923	6.04521288826207	16.8051070505522	14.9196119049854	11.8991361677341	8.39573689039482	18.4695575012198	7.68951222072405	100	2	2	2
Dcun1d5	10.730431783957	42.2511978670493	41.7485260267996	8.4557575399174	17.6147010155405	29.4905386445883	31.2218480933549	16.3001784411978	21.913804060657	100	4	4	4
Dcxr	5.50661842934502	30.6625160292487	18.7965570033846	19.8226486683473	40.6782319508278	8.32265474050782	35.3933783297904	5.10312008126469	15.1175223691476	100	9	8	8
Dda1	9.76248191811908	20.13266322018	7.83223304731624	21.5737386239824	39.6305186409774	2.71584563247419	29.4947540201507	5.7543651634263	11.2224283547495	100	6	6	6
Ddah1	10.5794978415464	17.3044744733931	11.3811207031087	12.4531351593078	23.3363015034353	8.36792193321855	19.9056750005464	8.44247656894112	8.32834194712773	100	9	9	9
Ddah2	3.19104836840123	29.4553160595983	18.0677160742162	17.3898024445039	37.4899823735915	7.06769886987244	32.9248770017787	2.91112920173737	12.759310291261	100	1	1	1
Ddb1	26.8587969854515	9.76840760599509	10.2351999287256	18.2614904093275	14.2639767562076	15.3503703396509	9.41494593272763	20.996592704932	10.0716977209951	100	9	9	9
Ddb2	7.43087751804328	34.6147970410044	29.9490438598654	10.6309891064271	24.0372967827131	19.0883156781088	29.7402288982911	10.1534889406947	16.1536535648289	100	1	1	1
Ddc	15.4349962018755	14.7138716383469	7.69482340509947	17.5001630682643	27.2237881971234	7.57588125997886	20.0194127727711	11.136914706169	8.70606733732058	100	2	6	3
Ddhd1	15.9475189957062	24.6997466998714	25.3113289481484	9.40764905819628	9.69548405202376	20.2355418704679	16.6047317773903	15.5539153263247	12.9713312313499	100	9	4	4
Ddhd2	20.6214099569881	10.1799970665167	6.80841812022481	16.8426465463452	19.978641971841	9.83795714256484	12.9151936146108	15.1543258162335	7.32073026532928	100	2	3	3
Ddi2	20.1055006061926	11.0230135649118	5.90184005519822	19.0573744641129	24.2900749413805	8.57605509590061	15.9069865865075	14.4861248616982	8.55675314904596	100	3	3	3
Ddias	4.75240629118025	31.880741202794	21.7378909210557	16.821052122037	35.9656696278367	10.4217352422645	33.683649060868	5.15548101521621	14.6021634554816	100	1	1	1
Ddit3	19.6833259091659	10.1853588677134	8.49598511488135	14.0950087951204	14.8124518763299	10.7050433757216	10.4760083979615	14.7200710915234	6.87859229826744	100	9	9	9
Ddit4	9.55512569962626	17.3102085413957	8.11471754408419	16.3487423313681	30.518764415381	3.9679656014715	22.9988628444779	5.97282721346797	7.97662026608752	100	9	6	6
Ddit4l	17.647565480566	13.437278746224	9.27014012765039	15.6118721604437	20.6966022538603	10.1520155414635	15.7885632399023	13.4512505771998	8.5086712349433	100	1	9	9
Ddo	18.7888371653714	13.0160289213048	12.3647700095586	12.1861305996131	11.9606406153523	12.9402923965591	10.8149741372823	14.8206586024128	7.81296111273701	100	9	9	9
Ddost	3.54895628932418	25.7283658268172	15.5760341440716	15.5036457077093	34.111478569227	6.37406098178634	29.331090607918	3.15200756284909	11.1939362060353	100	8	8	8
Ddr1	22.3289362273408	8.42988274162314	4.06844770167509	19.5246088216188	23.5503541652831	9.38990461776538	14.2261084856475	16.3960275855656	8.29036878469899	100	8	3	3
Ddr2	9.34844639627109	24.0345794370747	10.5599521872758	23.7696642638393	43.6427494838793	3.26912353760981	33.2483476547355	5.58256503015362	13.2169305287682	100	6	6	6
Ddrgk1	7.46868769315495	20.8727903207156	14.6747475339963	10.7893619525366	22.9902500587598	8.42651314387477	21.3676000622479	5.99223543021021	8.08875924868386	100	9	8	8
Ddt	11.4643777129561	18.6351428389522	7.6213334816746	20.7675774050762	36.5805976003148	3.80435210643141	26.9201181185626	7.20866526366227	10.4140319552844	100	6	6	6
Ddx1	15.3789843384897	25.7518587343628	25.3721745987284	10.2603195426242	13.5535670112415	20.0336052976751	19.328902348038	15.563756461582	14.0867669966888	100	8	4	4
Ddx10	12.8559602913213	26.7682908528246	26.5289451584728	8.4810898707253	12.726900801544	20.1539014138772	19.7447373222229	14.0475432773962	14.0801631586887	100	9	4	4
Ddx11	7.06525056787909	29.963628871909	26.1665684603732	9.08639633990584	21.4155605195281	17.5277419239996	25.7977133286173	9.69024270415249	13.6967792259486	100	1	1	1
Ddx17	18.9864220418818	7.81765090609094	6.50490085637839	13.3698664047448	14.2784500375404	9.71991292612764	9.20390875972649	14.2368902026622	6.39956531148148	100	9	9	9
Ddx18	3.64779758144508	29.108632228194	17.4098695438124	18.2493491243376	38.5460017950774	6.65189356881492	33.3000187711052	3.09273862252339	13.0495183141	100	8	8	8
Ddx19a	3.83048609985905	32.0637414735931	22.6353507329858	15.1809754981477	34.1776892665915	11.6396845605996	32.9777518607305	5.2802380417418	14.3404613520348	100	8	1	1
Ddx19b	11.2492996181309	24.4066453911536	21.7388885173817	9.29862880531052	16.8815373846659	15.605976641493	20.3153374166724	11.195835351984	11.2846813601549	100	3	4	4
Ddx20	10.5629119030675	16.2630463457272	13.1706915125671	9.6685593944873	16.7842315279359	10.1120959263453	15.5053545721267	8.94260507404045	7.3918334161174	100	9	9	9
Ddx21	13.6458117994541	21.0121839769162	18.7225888783291	10.7303396419946	15.8593112524712	14.4851973815551	17.7543528184892	12.2463354947983	10.5395327005105	100	9	9	9
Ddx23	15.9277927086774	24.7840040479744	23.8539960426182	11.0204253558918	14.726874984228	19.3653247905657	19.355441927028	15.5543341813024	13.3879284369278	100	4	4	4
Ddx24	14.7685586377019	10.6701279585079	4.653432731153	15.5965357698943	23.8227757898426	5.60818640211975	15.9192872337644	10.137943451924	6.40092701679347	100	3	3	3
Ddx27	13.8806380576319	26.4463748340523	23.9483790306831	12.0867150615619	20.6204893418689	18.7139005797366	23.2838121831355	14.3734887650148	14.4609263744602	100	9	9	9
Ddx28	7.94167424106267	21.3731309496877	16.1846999383316	9.94047763193766	21.0658630045093	10.0823709963423	20.7808073862108	7.03341533936697	8.72829740147972	100	9	8	8
Ddx31	13.0499492477121	12.5474657386754	11.1634567415564	8.72843129376615	10.9948793733035	9.701310064256	10.5203303912407	10.2889303052074	6.0699617783173	100	9	9	9
Ddx39	3.38242010433432	32.9047815016964	24.7104979848353	12.5124510299358	30.5176606676247	13.4398842569151	31.7780206069303	5.47972692996257	13.8361612089137	100	1	1	1
Ddx39b	2.71047821646807	25.0907831997926	15.2850285792006	14.3346678118019	32.47080249378	6.02870444999847	28.1212660020406	2.39501302983505	10.2108180501616	100	8	8	8
Ddx3x	23.0265870444787	10.0772809868963	5.32856894469144	20.6360707002875	25.15819876042	10.1423450667167	15.6479169556149	17.007864583429	8.99575125472057	100	3	3	3
Ddx3y	8.87425095739525	25.78710667517	18.8453627025886	13.5872560055975	25.8576490429165	10.4540946892445	25.2545912350987	7.34454568669296	11.1184152802471	100	9	8	8
Ddx41	23.6327182707152	7.7486224593379	5.90796278464511	17.7094654203966	17.7755285750069	11.1459981243313	10.4974834133512	17.6936358858418	7.97686641764337	100	3	3	3
Ddx42	12.8275332423868	15.7009164365552	7.41483375408165	17.6903633714201	29.6568844578441	5.43804239654596	21.4162451644997	8.6413675497271	8.26352857272557	100	9	6	6
Ddx46	15.0409833311327	10.8711660693189	7.28770487022085	13.4768984476763	18.9229687077774	8.09951041993468	13.4136183684697	11.1039421282645	6.71549480074071	100	6	9	9
Ddx47	3.15653070345771	29.0446927433458	19.3626595628607	14.523704050772	33.274301246677	9.2036415524222	30.9891725737983	3.84151019557969	12.456530013784	100	1	1	1
Ddx49	17.1480566680996	14.5698998257833	9.66635253362314	16.1806170974135	22.0794760657058	9.52489804843839	16.8498878759381	12.5995931446722	8.29572850284305	100	9	9	9
Ddx5	10.4132379188168	18.409843431688	8.53581333308861	17.9814206374358	32.6882105565874	4.39677123202311	24.7731495448057	6.60763541331097	9.01224646598289	100	6	6	6
Ddx50	14.4091592241602	15.5347119171809	12.7774676695868	11.3756455864613	14.4745108233553	10.637631213688	13.7802434779466	11.2505695131165	7.50886788892205	100	9	9	9
Ddx51	4.71461259207132	31.5384969619208	25.3734856254591	10.309672001898	25.5389951357042	14.7582550289175	28.6376911761201	6.71326145649245	13.1863467540828	100	6	1	1
Ddx52	9.50777543473691	22.3498098008541	11.1697484880348	20.0984472574725	37.2761502754163	5.04383798903923	29.2561016366877	6.29403567792755	11.5786638492607	100	9	6	6
Ddx54	18.443659998879	10.8143604773486	5.99468471935536	17.5488348968157	23.2764586662946	8.04285487616731	15.5161135814803	13.2727872208746	8.15261664863691	100	6	3	3
Ddx55	5.98597645198574	28.0268288949172	18.1841781414843	16.0114649545258	34.2326144168816	9.18129035680355	30.9750920313795	5.61056294651	12.8110056513059	100	9	8	8
Ddx56	7.98588477583771	18.8051319325829	14.9839149323825	9.10838172715533	17.2104387636209	9.11051644986	17.2822520196722	6.7187806515737	8.1137958285997	100	8	8	8
Ddx58	13.8492767026651	18.5761141217085	11.7510747473651	16.0491839926147	26.8030901700374	9.34595739081922	21.8579289228555	10.7181009853474	9.62133088384162	100	3	6	9
Ddx59	16.0426806881937	23.2596966387311	22.9975821627114	10.0952913303177	11.3678823921015	18.4935537173079	16.7206991340807	15.1109867788714	12.1986524513748	100	9	4	9
Ddx6	15.3428348496369	13.6251966751624	5.31865413269729	19.3813766824919	30.2777679891845	5.34970653892838	20.9488611070122	10.3594564006316	8.73739389210072	100	3	3	3
Ddx60	16.0662669872361	24.3346050200806	21.1299631661735	13.803170106075	20.3738072675688	17.4212968418809	21.9036023241247	15.0360171313995	13.3367359790117	100	9	9	9
Deaf1	12.1945410797513	16.5793202802265	7.05627654957022	18.9787724196928	32.5747276626313	4.67113579015259	23.6677846955142	8.01075540088623	9.07681115538211	100	6	6	6
Decr1	16.5480798949797	11.8464431045755	7.69250277416935	15.0505052681533	20.7946173293726	8.65061282178861	14.8861137444339	12.1731437968696	7.47886213012913	100	3	3	3
Decr2	19.9578709542943	15.0409052758242	12.8350698932024	15.6932995029359	16.6323890496291	13.0100655179355	14.2363194024772	15.7568671274482	10.0428482235302	100	9	9	9
Dedd	5.609592241833	36.4998693061078	31.1440930359641	10.6874462917091	25.9981419172421	19.368499873536	31.7789472983705	9.20144249377592	16.7389397928885	100	8	1	1
Dedd2	15.5272151382202	12.8650339666574	4.51790822617386	19.3014327516575	30.1103116360841	5.26273861708502	20.5244310775877	10.4970504896934	8.35169581201313	100	3	3	3
Def8	17.393662206431	12.9107477686963	5.91249628708305	19.3129241529892	28.0332328752266	6.90368036371708	19.1762511626857	12.1615072527693	8.80570880105989	100	3	3	3
Defb1	2.7141046675448	33.1699124894515	24.2320961134157	13.3369304785347	32.0561580748816	12.552747748208	32.6251012907521	4.71466248069681	13.8486582420375	100	1	1	1
Degs1	15.4276761922886	12.6905166193939	5.5707948331667	17.8177701835766	27.2247724244393	5.89742466547704	18.8382279543394	10.5647085649018	7.99554748709532	100	9	3	3
Dek	7.56189898773686	41.8184233498264	38.9108390275171	9.35945775409287	23.260737959882	26.4957363412544	33.6403426040487	13.3442396176097	20.558997046748	100	1	1	1
Dele1	11.0689771876914	11.9281785650172	6.38382849665491	12.2894209223713	21.1760573663552	5.12589057667989	15.507144694591	7.54449865356766	5.66633058028219	100	8	6	6
Dennd1a	7.43002991216077	22.0023701175237	10.5881305374261	19.5784754386194	37.6279553216132	3.40625277916564	29.0231021760896	4.42628896658146	11.0924295759664	100	6	6	6
Dennd1b	28.9341355377448	9.42974983783889	11.1931731500664	18.4012307116902	10.8413477518436	16.612668742221	7.18216967356252	22.5919569115904	10.2611237011234	100	2	7	7
Dennd1c	8.30945356218194	23.0722911214492	9.77131465626351	22.6953595785661	42.7257548830831	2.66937700073103	32.4221454530857	4.75270942575784	12.5645076668417	100	6	6	6
Dennd2a	4.30218803925511	30.69148845927	18.5344614409752	19.2538105200227	40.1086716789473	7.27050964128258	35.000589085681	3.56453225178618	14.0457119418188	100	8	8	8
Dennd2c	4.72588135028029	36.5027028343462	28.7144882159534	13.2286595012054	31.5517650265604	16.9383642138984	34.409469132044	7.82094117182353	16.4991053872979	100	1	1	1
Dennd2d	9.47944935107324	30.4396408816816	28.8732207400092	7.54180097803357	15.5881563568261	20.0960354412375	23.4685395765118	11.9272965597876	14.6389548622355	100	4	4	4
Dennd3	23.0593345676753	14.9731743288846	15.7910041720183	14.16669930534	10.7607227185938	17.1669657444705	11.0343116981197	18.9561591744072	10.4174793697309	100	9	9	9
Dennd4a	24.0967819997212	10.1916722718054	10.7568008472522	15.3388704652932	11.5465110057171	14.1780539316535	8.35925242902371	18.63306046483	8.43436855286838	100	7	7	7
Dennd4b	5.99162905617732	23.6585916839216	12.3116948975997	18.1110791869364	37.2025191894012	4.91752047887904	30.2371472146082	4.19838315656967	11.6312606206597	100	6	6	6
Dennd4c	23.4804299701573	13.9997006382869	14.9572132366747	14.4995172803771	10.4827241611686	16.8440443579646	10.3702507756244	19.335981520681	10.528785984179	100	7	7	7
Dennd5a	22.8246803742038	9.53249059574499	6.48040869711886	18.6415669876494	20.5130581395354	10.5885934598383	12.8763852691713	16.8911299863232	8.52470754691121	100	7	3	3
Dennd5b	24.0280377941608	13.5389874901926	14.0372719850637	15.3096360437536	12.7775395536367	16.4314985410317	10.9910192366469	19.4706032238984	10.1345218852945	100	2	9	9
Dennd6a	21.9110054061275	12.8350355565012	12.8667437805844	14.0433689637104	11.9489932879276	14.6688663732009	10.4311900869935	17.4985388353666	8.94737819563031	100	9	9	9
Dennd6b	4.85867983860155	25.8310250236679	15.3586689357134	16.8832251303353	35.2817801773148	6.14214141829295	30.0377608191836	3.70493825569474	11.8173537085921	100	6	8	8
Denr	16.0073092612097	30.2115590939247	29.7009119918745	10.8828544951579	15.2779913361853	23.4101587616025	22.9853408443351	17.2475690850411	16.7376500636398	100	4	4	4
Depdc1a	2.79739946678473	34.4662573774051	26.0916423864086	12.5636908690053	31.0474115860005	14.1881840144356	32.9429750310722	5.41607957135247	14.4452555696384	100	1	1	1
Depdc5	17.3348677715501	12.9515787590651	9.56839631936594	14.1621085116471	18.190822377667	9.97300338755523	13.8360761798153	12.8991529475346	7.12161922590342	100	9	9	9
Depdc7	14.8502840987696	24.569360049041	24.393476848943	9.14809516340978	11.3252922682172	19.3813922498641	17.759888592225	14.8053765836647	12.8890213067984	100	9	4	4
Depp1	18.3653667108997	17.1421862277428	13.2816278909714	16.3782735006875	21.0679711600485	12.6330438656563	17.5600420379007	14.4818317999649	10.0704056119034	100	9	9	9
Deptor	27.2056337417324	8.23510224191101	6.36751537218764	20.854208311434	20.773070191381	13.2591263858395	12.064078879424	20.7672566182963	9.76518675060287	100	3	3	3
Dera	11.0041006279283	29.8669947575517	26.8041906948848	10.188215134368	17.4932243821218	18.3709104082535	23.7992631168378	11.8378873478814	13.9537234010745	100	4	4	4
Derl1	17.8501136604262	10.3593601040939	5.75460750163424	16.3080368379271	21.4519024146837	7.83016822321111	14.358157892804	12.7751243152075	7.18880645120997	100	3	3	3
Derl2	22.0970809549585	13.1048535301689	13.7215398978869	13.6554615858228	10.3042134187498	15.172312946947	9.68176587983008	17.6455780639564	9.0290545304514	100	5	5	5
Derl3	18.6804658593722	12.9210064861423	11.9504281028722	12.8754572031813	14.5722332069687	13.1401941903702	12.1278385698364	15.0588197507604	8.36815512016287	100	9	9	9
Des	10.3524253883206	21.9822499167277	9.07838547544979	22.9819231120924	41.6093858767738	3.18806051167452	31.3245146197881	6.16420492363303	12.2004294287469	100	8	6	6
Desi1	8.23229493014111	24.2559985069108	15.6774460666037	16.8086504747998	31.1614927150234	7.37327676295809	27.2155557005083	6.14272497301601	12.3480727132179	100	6	6	6
Desi2	8.71489477700957	26.4636875190007	17.9338943723648	15.6671366330497	31.4176047592251	10.7340520253623	28.7789609652565	7.89954262815877	12.5495381282162	100	1	1	1
Det1	3.34369994813642	33.6575954876847	23.5508392619127	15.6553219916221	35.389159767175	11.5703302790628	34.4280129587497	4.68746425375012	14.6100824357416	100	1	1	1
Dexi	12.6575783929512	13.6992335922634	8.93637099001266	13.0112336884727	20.7908917937078	7.3975781513027	15.8905863219714	9.19732852494798	6.84674170423833	100	3	9	9
Dffa	4.01338946917337	28.8139197805099	16.6726031515557	19.0463706748698	39.6118441347954	5.92202802677398	33.5756086781022	3.00431268484538	13.0039899463405	100	8	8	8
Dffb	7.57614981547964	37.2974941761708	36.5429431919616	6.65106431976992	16.2513902525454	25.0344301104352	27.670370189996	12.7279536983563	18.4469465604517	100	1	1	1
Dgat1	21.5418025657728	10.052734152847	5.71794160029286	18.9023685274886	23.0961856849967	9.62453982276642	14.6203703521859	15.7992296383378	8.22470729496816	100	3	3	3
Dgat2	7.6014099863367	22.9516954562778	14.4597669959333	14.5474922872782	30.1237758279765	8.06706853438339	26.1701770747965	6.32293999035283	10.4619638162259	100	6	8	8
Dgcr2	19.8729862075408	11.2999768091615	5.87969129556613	19.1881200104038	25.3450243195223	8.50219380118984	16.5774313361819	14.3426571346132	8.54489584941287	100	3	3	3
Dgcr6	24.9182053942993	14.4173563892899	16.0917096173364	14.9637373221021	7.69456957948827	17.7971250147081	8.92132831602302	20.129527107271	10.5446865506718	100	5	5	5
Dgcr8	7.72978100739002	31.485916530643	26.3127248717724	11.001241452014	23.9723516706851	16.5176793508708	27.9644724431232	9.33680877318908	14.505261551282	100	1	1	1
Dgka	5.29495164313744	32.7481903911554	25.5671212439291	12.8719697520254	29.3738472070256	14.65112340751	31.0934451052855	7.16959964803854	14.733464419043	100	6	1	1
Dgkd	18.1033239621387	15.0938490517607	10.9762575761082	16.1143821770408	20.7607315820682	10.8656081992146	16.4558708878229	13.6556076629809	8.98211989731744	100	8	9	9
Dgke	9.2546919044853	24.2220841278698	15.5097053175253	16.3398930546722	31.7113041657216	8.89884863618167	27.6286221794197	7.60878243670553	11.8859214363112	100	6	6	6
Dgkh	12.6545307541944	22.8652978932748	20.4684965113514	9.65635108900202	14.7965466583265	15.028296117111	18.3286289998557	11.6151357811577	10.3138173156308	100	9	9	9
Dgkq	17.8890110601245	28.6462324388445	28.9717819993372	11.0928002513588	12.5487579631093	23.3894368943187	20.4106958210598	18.202253888418	15.980797471067	100	9	4	5
Dgkz	4.53537497010139	21.7111827365317	10.0026085540648	18.1033923888627	37.4708521574899	2.53109697022876	28.9697349937363	2.48083887456225	10.3713107416115	100	8	8	8
Dglucy	24.3406265074261	8.20828712048121	6.14553103198958	18.4277702785952	19.3680709062962	11.9615150129512	11.632106782143	18.4672879360898	8.46463818727916	100	9	3	3
Dguok	8.55296521222963	25.9801331628859	20.718346319702	11.4157165118378	21.7247785405314	12.3845338751692	23.3911245723436	7.92458197581367	11.2158271972706	100	1	1	1
Dhcr24	15.2724423011366	15.2917584518348	14.426105966746	9.83911269096132	11.9634750926578	13.1888552997298	12.7322230077897	13.066532451708	8.62150447935077	100	6	9	9
Dhcr7	8.79169005617256	21.2099296501265	18.1618542903843	8.7091708195387	15.9356224021791	12.2131930452955	17.9534329506719	8.42453834945365	9.34749568309093	100	6	8	9
Dhdds	9.26605818891252	22.7216984092585	10.2982561343537	21.8841614542196	40.5256782095898	3.91887140722171	31.1391875413173	5.73407243935652	12.2277596345882	100	6	6	6
Dhdh	21.8861281790891	6.85124682347986	5.98097217710743	14.9936790571657	14.0865014163609	10.920262459312	8.55186546616616	16.5515608092375	7.10072003681405	100	2	2	2
Dhfr	6.85667782649747	20.2972918587237	11.0147185082427	15.2519404512102	31.1583911571739	4.92157262475556	25.1431218618843	4.70485401480518	9.20241442947246	100	8	8	8
Dhodh	7.61576935067413	22.4405563854427	15.28926530907	12.685595477095	26.2289641809623	9.0381253927677	23.8037390682918	6.52839988779235	9.45282375867816	100	1	1	1
Dhps	5.23968510954956	35.4955286337277	30.8064077207411	9.16455292348529	23.9598559834491	19.5411758272897	30.2667119394339	9.07407052998073	15.7792251012388	100	1	1	1
Dhrs1	25.2073054427606	8.4903708149968	8.41763115650211	16.8966509208732	14.2795112226254	13.6014513924564	8.94889112773257	19.3289899324547	8.48451950742595	100	3	3	9
Dhrs11	8.02322191245618	22.429443105596	12.3362370686344	17.5829616203502	34.1556947812917	5.98376310874264	27.7392109961313	5.765178304945	10.8422512456887	100	6	6	6
Dhrs13	3.92468372515705	28.7886352396369	22.1162550460738	10.7952947786684	26.2767301765661	12.1802636380113	27.3901559786555	5.42568973544415	11.9982940772686	100	1	1	1
Dhrs3	19.1668401020839	9.63640385270982	6.00813831791718	16.3088010289953	20.6451934890714	9.11726285785032	13.2833929236639	14.1433694996459	7.23949861316192	100	2	3	3
Dhrs4	18.2042004162243	18.7452979535194	16.8236215835633	13.1834527821854	15.5683149362311	15.4190680196528	16.0468437295111	15.3549172729436	10.2667196234174	100	5	9	9
Dhrs7	8.20379418865938	23.579946130123	20.5995658456276	7.50156272105037	16.5804509113038	13.7387324118008	19.9771508449902	8.57239334132863	10.0587178121624	100	4	4	4
Dhrs7b	17.8768488954513	14.2911458580625	14.0884990893476	11.1417035253401	9.710140494059	13.6320283233545	10.6032772204843	14.542643117919	8.34381394278137	100	7	9	9
Dhrs9	23.7977623014946	10.162439459539	9.80293937217125	15.9787083840463	13.9262455534525	13.9596126224502	10.0236340216331	18.6472782350147	8.86386744543956	100	2	2	2
Dhtkd1	8.80429837380109	20.4742999507807	14.6522363959732	11.9953911677638	23.1339994770167	9.17884265347632	21.4830637745229	7.54680743701119	9.8203135424385	100	9	8	8
Dhx15	20.5697648984435	14.6881035671278	14.8029382146983	13.0508591452553	11.8668080854314	15.2267322495601	11.4147929690435	16.7334292683597	9.30162936569938	100	9	9	9
Dhx16	29.2614129785762	6.48440376130355	6.43705238482878	20.6326464206465	17.1288724804004	14.4997657354116	9.15016946920208	22.5905740017472	10.0750845020123	100	3	3	3
Dhx29	25.3855849131953	9.1559228019065	9.48913664605404	16.8177490823645	13.263559362333	14.3456464215035	8.82527464469902	19.6824498140498	9.04362683645866	100	2	2	2
Dhx30	22.6088360270608	7.41874925119472	4.23000038570493	18.2826924237522	20.8128428204699	9.91841792596975	12.1945273747154	16.7671257400568	7.74451739143016	100	3	3	3
Dhx32	29.4653646711172	7.4858644462506	9.11709943028118	18.9018021314753	12.3263798008824	16.0637057764045	7.07003989334216	23.0416012320903	10.2071939871011	100	7	7	7
Dhx33	21.7637064387017	11.4786990929193	11.4646300353567	14.2179142161282	12.7516554857286	14.1557242008166	10.2917751773596	17.4075224309083	8.98186687028022	100	9	9	9
Dhx34	17.5749678078706	9.48341486480266	4.61542144834456	16.3343676121686	22.3563988425573	7.15423007195784	14.3036484585808	12.4953647317988	6.71857201606039	100	3	3	3
Dhx35	4.4717373767985	26.7556480120197	14.9309640791414	18.5028319988887	38.5677523601929	5.37301245014066	32.1956155117427	3.16768564983446	12.375423982785	100	8	8	8
Dhx36	11.915439518029	29.6941365347051	29.3127455588577	7.39133964249876	10.9727475946215	21.1792383628376	20.6096637607527	13.4735313966008	14.1506689956785	100	4	4	4
Dhx37	22.8131929002117	9.07146249221752	7.33046259630118	16.6780776511806	17.393209149018	11.5068645192991	10.8119397204674	17.1675496363512	7.57639719661124	100	3	3	9
Dhx38	23.8615407419149	7.23647859888386	4.41305156039069	19.1052508670959	20.5874051598869	10.4718149092473	11.9166043057762	17.7613758914913	8.39843773156363	100	3	3	3
Dhx40	22.9749557666323	14.7348507437784	15.0741754576093	14.7386509757186	11.8764449816918	16.5143847408444	11.3927888770349	18.7909175152616	10.3536590538897	100	2	9	9
Dhx57	20.1327484407638	15.8650505861867	15.6778184757213	12.8570120373721	12.7817821215836	16.0036526489771	12.9355159726661	16.9759102267536	10.1676478098419	100	9	9	9
Dhx58	9.0853664796955	17.2649323616899	9.50647092873903	14.0196639597417	26.9032758967826	5.45094362801822	21.372575240682	6.19788763654789	7.66021407503225	100	3	6	6
Dhx8	19.0102484928317	8.87328570445236	4.42529322116795	16.9533765794351	21.739387978453	7.73307112930426	13.6133017130159	13.6182935905026	7.02047571407466	100	3	3	3
Dhx9	16.0806704696633	15.455479085523	8.7214025723376	17.6115208387023	26.6068060565012	8.02319684672426	19.681778904532	11.4901768928702	8.57152186536196	100	6	6	9
Diablo	19.3742730707212	11.4561086370868	5.36838407581429	19.6897056242775	26.9804309625541	8.1404558362091	17.6204416558484	13.9734916838514	8.71337540339068	100	3	3	3
Diaph1	5.53431050691586	24.3616204831339	12.6310073817657	18.9285048622869	38.3242544018676	4.12538780201536	30.7638591155559	3.4371395099057	11.7078614276954	100	6	6	6
Diaph2	17.3258083665256	19.3495709985388	17.0967702968368	13.2145401874859	17.2594206076259	15.4416619250728	17.5137815015101	15.2557569190892	11.385877403643	100	9	9	9
Diaph3	2.86548150466306	35.8259637213311	27.7011947464294	12.4178191236413	30.9720342313294	15.5169510272194	33.7221082579927	6.03632348691065	15.2541918406464	100	1	1	1
Dicer1	30.920697382931	6.91072896857865	8.75868687626098	19.9756093131832	12.5830544135971	16.4295041815751	6.69217000209038	24.0964048086301	10.5219860907207	100	2	2	2
Dido1	7.35272213991399	22.1053033569088	13.4040822586235	15.0543371516405	30.0192715906512	6.52322866676977	25.3251206678058	5.37016817207987	9.64260953882443	100	9	8	8
Diexf	5.39389918731525	34.8278336254389	28.1377173537244	12.6566217660835	28.9183971508333	16.5516691843689	32.153950455011	8.01278912934391	16.2351436749644	100	6	1	1
Dimt1	3.9749208845323	31.8618313999383	21.9493312657456	15.5649602751932	34.9572653209023	11.0451264979579	33.3754152786562	5.08751774034768	14.2425201323534	100	1	1	1
Dio1	5.49165290517673	35.5550848766561	25.6839958129419	16.6424101051095	36.711671269268	14.2511709288614	36.474422738913	7.30627045828466	16.9386129901031	100	8	1	1
Dio3os	4.33780339423477	27.7425502250573	16.4500787271667	17.6739107618532	37.0199102730203	6.22280845562218	31.693458587616	3.2570827141074	12.047343214966	100	1	8	8
Dip2a	10.2915253309388	23.6445432740131	19.5148324000744	10.5458706292976	20.1536773845851	13.456699576621	21.6547033977828	9.9692118512522	11.1171733451235	100	8	8	8
Dip2b	13.2116555504154	24.7983925491176	24.1464475927163	8.27824740227662	12.4044606845627	18.1443537522195	18.1418924244553	13.0927592678463	11.6727982846794	100	9	4	4
Dip2c	29.7241152203697	7.83299627266561	9.37507481130723	19.2197008505102	12.7331773160121	16.146679965907	7.29116883765495	23.1327649875321	10.1735802229637	100	7	7	7
Dirc2	17.0725015955171	15.2249320745472	14.6217173613189	10.7600450509704	10.9370053910729	13.3825561643796	11.5462146054188	13.7392732950738	7.85971586178742	100	7	9	9
Dis3	11.6961385053552	24.0675779887607	22.5580198708517	8.21483466930691	14.3602439485079	16.4798745966995	18.6699451584253	11.5253790289052	10.7156893026852	100	9	4	4
Dis3l	17.8278789913327	10.7794140656995	8.12678813510812	14.1102284374896	15.7273280199335	9.43131763951309	11.7123336272798	13.2007701142533	7.23808260866474	100	3	3	9
